日期,优先级,基金代码,行动提示,最大回撤(%),当日跌幅(%),RSI,MACD信号,布林带位置,MA50/MA250(d2),MA50/MA250趋势,趋势健康度,净值/MA50,净值/MA250,最新净值,试水买价(跌3%),近一周连跌
2025-11-19,P2,6938,关注 (回撤 6.69%),6.69%,-0.38%,33.32,观察,下轨附近,1.17,平稳,健康,0.99,1.16,2.1637,2.098789,2
2025-11-19,P2,7223,关注 (回撤 6.67%),6.67%,-0.32%,33.57,观察,下轨附近,1.17,平稳,健康,0.99,1.16,1.3466,1.306202,4
2025-11-19,P2,8001,关注 (回撤 6.64%),6.64%,-0.35%,33.47,观察,下轨附近,1.17,平稳,健康,0.99,1.16,1.3994,1.357418,4
2025-11-19,P2,6215,关注 (回撤 6.49%),6.49%,-0.35%,33.59,观察,下轨附近,1.17,平稳,健康,0.99,1.16,1.3562,1.315514,2
2025-11-19,P2,7794,关注 (回撤 6.38%),6.38%,0.04%,31.25,观察,下轨附近,1.17,平稳,健康,0.98,1.15,1.8924,1.835628,3
2025-11-19,P2,15454,关注 (回撤 6.37%),6.37%,-0.39%,34.21,观察,下轨附近,1.2,平稳,健康,1.0,1.2,1.3127,1.273319,4
2025-11-19,P2,14345,关注 (回撤 6.34%),6.34%,-0.42%,29.04,观察,下轨附近,1.22,平稳,健康,0.99,1.2,1.3701,1.328997,4
2025-11-19,P3,23567,观察中 (RSI未超卖),20.52%,-1.93%,36.85,观察,**下轨下方**,,数据不足,数据不足,0.88,,1.0077,0.977469,4
2025-11-19,P3,3305,观察中 (RSI未超卖),16.71%,-1.24%,39.07,观察,下轨附近,1.34,平稳,健康,0.94,1.26,4.451,4.317469999999999,2
2025-11-19,P3,9645,观察中 (RSI未超卖),15.02%,0.10%,43.25,观察,下轨附近,1.38,向上,健康,0.93,1.28,1.7682,1.7151539999999998,3
2025-11-19,P3,14662,关注 (回撤 9.85%),9.85%,1.96%,59.93,观察,轨道中间,1.19,向上,健康,1.04,1.24,2.0899,2.027203,3
2025-11-19,P3,8987,关注 (回撤 9.72%),9.72%,1.94%,59.85,观察,轨道中间,1.19,向上,健康,1.04,1.24,1.9753,1.916041,3
2025-11-19,P3,4433,关注 (回撤 7.99%),7.99%,2.64%,45.82,观察,轨道中间,1.34,向上,健康,1.06,1.42,1.6927,1.641919,3
2025-11-19,P3,10063,关注 (回撤 7.96%),7.96%,1.12%,42.21,观察,轨道中间,1.23,向上,健康,1.02,1.26,0.882,0.85554,3
2025-11-19,P3,13081,关注 (回撤 7.83%),7.83%,2.71%,44.18,观察,轨道中间,1.35,向上,健康,1.06,1.43,2.5891,2.5114270000000003,3
2025-11-19,P3,11372,关注 (回撤 7.74%),7.74%,-0.65%,55.61,观察,轨道中间,1.2,平稳,健康,0.99,1.19,0.706,0.68482,2
2025-11-19,P3,5727,关注 (回撤 7.24%),7.24%,-0.65%,43.37,观察,下轨附近,1.15,平稳,健康,0.99,1.14,1.2576,1.219872,2
2025-11-19,P3,15596,关注 (回撤 7.03%),7.03%,2.47%,44.96,观察,轨道中间,1.35,向上,健康,1.06,1.43,2.104,2.04088,3
2025-11-19,P3,7413,关注 (回撤 6.88%),6.88%,-0.60%,37.03,观察,下轨附近,1.21,平稳,健康,1.0,1.2,1.7179,1.666363,4
2025-11-19,P3,13278,关注 (回撤 6.17%),6.17%,-1.21%,40.16,观察,**下轨下方**,1.18,平稳,健康,0.96,1.14,1.14,1.1058,2
2025-11-20,P1B,15895,🌟 P1-极值超卖 (RSI<=29),13.63%,-0.72%,23.68,观察,下轨附近,1.3,向上,健康,0.94,1.22,1.4258,1.383026,4
2025-11-20,P1B,15877,🌟 P1-极值超卖 (RSI<=29),13.37%,-0.73%,24.1,观察,下轨附近,1.3,向上,健康,0.94,1.23,1.4603,1.416491,4
2025-11-20,P1B,10531,🌟 P1-极值超卖 (RSI<=29),12.91%,-0.66%,28.68,观察,下轨附近,1.34,向上,健康,0.95,1.28,1.4384,1.3952479999999998,2
2025-11-20,P1B,12551,🌟 P1-极值超卖 (RSI<=29),12.49%,-0.74%,28.05,观察,下轨附近,1.3,向上,健康,0.95,1.23,1.1606,1.125782,2
2025-11-20,P1B,7816,🌟 P1-极值超卖 (RSI<=29),12.42%,-0.47%,20.7,观察,下轨附近,1.27,平稳,健康,0.93,1.18,1.428,1.38516,2
2025-11-20,P1B,1618,🌟 P1-极值超卖 (RSI<=29),12.38%,-0.78%,26.8,观察,下轨附近,1.29,向上,健康,0.95,1.23,1.8204,1.765788,2
2025-11-20,P1B,13292,🌟 P1-极值超卖 (RSI<=29),12.13%,-0.67%,15.45,观察,下轨附近,1.14,平稳,健康,0.93,1.06,1.941,1.88277,3
2025-11-20,P1B,10956,🌟 P1-极值超卖 (RSI<=29),12.11%,-0.69%,15.99,观察,下轨附近,1.14,平稳,健康,0.93,1.06,1.042,1.01074,3
2025-11-20,P1B,12040,🌟 P1-极值超卖 (RSI<=29),11.75%,-0.94%,26.66,观察,下轨附近,1.26,向上,健康,0.95,1.2,1.2915,1.252755,2
2025-11-20,P1B,2974,🌟 P1-极值超卖 (RSI<=29),11.43%,-0.91%,26.7,观察,下轨附近,1.25,向上,健康,0.95,1.19,1.5073,1.462081,2
2025-11-20,P1B,13122,🌟 P1-极值超卖 (RSI<=29),11.29%,-0.74%,24.34,观察,下轨附近,1.25,平稳,健康,0.95,1.19,1.0667,1.034699,2
2025-11-20,P1B,14172,🌟 P1-极值超卖 (RSI<=29),10.84%,-0.88%,24.62,观察,下轨附近,1.25,向上,健康,0.95,1.18,1.242,1.20474,3
2025-11-20,P1B,15676,关注 (回撤 9.48%),9.48%,-0.89%,27.1,观察,下轨附近,1.24,平稳,健康,0.95,1.18,1.5865,1.538905,2
2025-11-20,P1B,14173,关注 (回撤 9.42%),9.42%,-0.91%,27.33,观察,下轨附近,1.25,平稳,健康,0.96,1.19,1.193,1.15721,2
2025-11-20,P1B,7984,关注 (回撤 8.90%),8.90%,-0.90%,28.49,观察,下轨附近,1.22,平稳,健康,0.96,1.17,1.7874,1.733778,2
2025-11-20,P1B,5795,关注 (回撤 6.95%),6.95%,-0.60%,28.98,观察,**下轨下方**,1.18,平稳,健康,0.97,1.14,1.5647,1.517759,4
2025-11-20,P2,10524,🔥 P2-强力超卖 (RSI<=35),13.60%,0.11%,32.12,观察,轨道中间,1.47,向上,健康,0.97,1.43,1.4814,1.436958,1
2025-11-20,P2,12630,🔥 P2-强力超卖 (RSI<=35),12.24%,-1.22%,33.45,观察,下轨附近,1.26,向上,健康,0.95,1.2,0.9767,0.947399,2
2025-11-20,P2,8888,🔥 P2-强力超卖 (RSI<=35),12.11%,-1.19%,33.52,观察,下轨附近,1.27,向上,健康,0.95,1.21,1.4324,1.389428,2
2025-11-20,P2,12970,🔥 P2-强力超卖 (RSI<=35),11.97%,-1.19%,33.55,观察,下轨附近,1.27,向上,健康,0.95,1.21,1.0168,0.986296,2
2025-11-20,P2,15337,🔥 P2-强力超卖 (RSI<=35),11.76%,-1.20%,33.29,观察,下轨附近,1.26,向上,健康,0.96,1.2,1.2197,1.183109,2
2025-11-20,P2,12553,🔥 P2-强力超卖 (RSI<=35),11.70%,-1.19%,33.3,观察,下轨附近,1.26,向上,健康,0.96,1.21,1.0564,1.024708,2
2025-11-20,P2,12838,🔥 P2-强力超卖 (RSI<=35),11.66%,-1.21%,33.63,观察,下轨附近,1.26,向上,健康,0.95,1.2,0.898,0.87106,2
2025-11-20,P2,14777,🔥 P2-强力超卖 (RSI<=35),11.57%,-1.19%,33.45,观察,下轨附近,1.26,向上,健康,0.96,1.21,1.176,1.14072,2
2025-11-20,P2,14419,🔥 P2-强力超卖 (RSI<=35),11.50%,-1.14%,34.65,观察,下轨附近,1.26,向上,健康,0.96,1.21,1.0874,1.054778,2
2025-11-20,P2,7301,🔥 P2-强力超卖 (RSI<=35),11.33%,-1.28%,33.92,观察,下轨附近,1.25,向上,健康,0.96,1.2,2.6668,2.586796,2
2025-11-20,P2,7874,🔥 P2-强力超卖 (RSI<=35),11.11%,-0.54%,29.37,观察,下轨附近,1.3,平稳,健康,0.96,1.24,1.5764,1.529108,2
2025-11-20,P2,15788,🔥 P2-强力超卖 (RSI<=35),10.93%,-1.18%,29.98,观察,下轨附近,1.21,平稳,健康,0.94,1.14,1.445,1.40165,2
2025-11-20,P2,11840,🔥 P2-强力超卖 (RSI<=35),10.90%,-0.43%,33.53,观察,轨道中间,1.34,平稳,健康,0.97,1.29,1.4283,1.3854509999999998,2
2025-11-20,P2,9239,🔥 P2-强力超卖 (RSI<=35),10.89%,-0.43%,33.47,观察,轨道中间,1.34,平稳,健康,0.97,1.3,2.1751,2.109847,2
2025-11-20,P2,13894,🔥 P2-强力超卖 (RSI<=35),10.88%,-1.16%,30.7,观察,下轨附近,1.25,向上,健康,0.95,1.19,1.1594,1.124618,2
2025-11-20,P2,12734,🔥 P2-强力超卖 (RSI<=35),10.85%,-0.43%,33.67,观察,轨道中间,1.34,平稳,健康,0.97,1.29,1.6311,1.582167,2
2025-11-20,P2,11833,🔥 P2-强力超卖 (RSI<=35),10.47%,-0.52%,32.68,观察,下轨附近,1.32,平稳,健康,0.96,1.27,1.3822,1.340734,2
2025-11-20,P2,6910,🔥 P2-强力超卖 (RSI<=35),10.35%,-0.43%,29.17,观察,下轨附近,1.31,向上,健康,0.97,1.27,1.9265,1.868705,2
2025-11-20,P2,13811,🔥 P2-强力超卖 (RSI<=35),10.35%,-1.19%,31.21,观察,下轨附近,1.25,向上,健康,0.95,1.2,0.9295,0.901615,2
2025-11-20,P2,11611,🔥 P2-强力超卖 (RSI<=35),10.29%,-1.16%,31.28,观察,下轨附近,1.25,向上,健康,0.96,1.19,1.0283,0.997451,2
2025-11-20,P2,11609,🔥 P2-强力超卖 (RSI<=35),10.26%,-1.16%,31.37,观察,下轨附近,1.25,向上,健康,0.96,1.2,1.0193,0.988721,2
2025-11-20,P2,11613,🔥 P2-强力超卖 (RSI<=35),10.22%,-1.16%,31.28,观察,下轨附近,1.25,向上,健康,0.96,1.2,1.0459,1.014523,2
2025-11-20,P2,11036,关注 (回撤 9.70%),9.70%,0.00%,31.27,观察,轨道中间,1.35,平稳,健康,0.99,1.33,1.2047,1.168559,1
2025-11-20,P2,12555,关注 (回撤 9.57%),9.57%,-0.87%,34.86,观察,下轨附近,1.34,向上,健康,0.97,1.31,0.9529,0.924313,1
2025-11-20,P2,12718,关注 (回撤 9.55%),9.55%,-0.53%,30.9,观察,下轨附近,1.25,向上,健康,0.97,1.21,1.0338,1.002786,4
2025-11-20,P2,14130,关注 (回撤 9.40%),9.40%,-0.39%,34.64,观察,轨道中间,1.24,平稳,健康,0.97,1.21,1.6642,1.6142739999999998,2
2025-11-20,P2,14332,关注 (回撤 9.11%),9.11%,0.00%,31.32,观察,轨道中间,1.34,平稳,健康,0.99,1.33,1.1558,1.1211259999999998,1
2025-11-20,P2,12901,关注 (回撤 9.02%),9.02%,-0.83%,32.5,观察,下轨附近,1.3,向上,健康,0.97,1.27,0.841,0.81577,2
2025-11-20,P2,15795,关注 (回撤 9.00%),9.00%,-0.94%,32.9,观察,下轨附近,1.32,向上,健康,0.97,1.28,1.1863,1.1507109999999998,2
2025-11-20,P2,12809,关注 (回撤 8.58%),8.58%,-0.66%,29.28,观察,下轨附近,1.19,平稳,健康,0.95,1.13,1.0645,1.032565,4
2025-11-20,P2,8400,关注 (回撤 7.67%),7.67%,-0.45%,33.52,观察,下轨附近,1.28,向上,健康,0.98,1.26,1.8727,1.816519,4
2025-11-20,P2,5627,关注 (回撤 7.59%),7.59%,-0.84%,30.37,观察,下轨附近,1.24,向上,健康,0.97,1.2,2.2516,2.184052,4
2025-11-20,P2,13084,关注 (回撤 7.25%),7.25%,-0.15%,31.75,观察,下轨附近,1.19,平稳,健康,0.96,1.14,1.1673,1.132281,3
2025-11-20,P2,7794,关注 (回撤 6.79%),6.79%,-0.88%,32.43,观察,下轨附近,1.17,平稳,健康,0.98,1.14,1.8758,1.819526,2
2025-11-20,P2,13278,关注 (回撤 6.57%),6.57%,-1.40%,29.92,观察,**下轨下方**,1.18,平稳,健康,0.95,1.12,1.124,1.09028,2
2025-11-20,P2,14345,关注 (回撤 6.26%),6.26%,-0.60%,29.14,观察,**下轨下方**,1.22,平稳,健康,0.98,1.19,1.3619,1.321043,4
2025-11-20,P3,23567,观察中 (RSI未超卖),20.52%,-1.93%,36.85,观察,**下轨下方**,,数据不足,数据不足,0.88,,1.0077,0.977469,4
2025-11-20,P3,3305,观察中 (RSI未超卖),16.71%,-1.24%,39.07,观察,下轨附近,1.34,平稳,健康,0.94,1.26,4.451,4.317469999999999,2
2025-11-20,P3,9645,观察中 (RSI未超卖),15.02%,0.10%,43.25,观察,下轨附近,1.38,向上,健康,0.93,1.28,1.7682,1.7151539999999998,3
2025-11-20,P3,8327,观察中 (RSI未超卖),13.36%,0.18%,37.39,观察,轨道中间,1.5,向上,健康,0.98,1.46,2.2934,2.224598,0
2025-11-20,P3,14194,观察中 (RSI未超卖),11.11%,-1.53%,39.21,观察,下轨附近,1.3,向上,健康,0.98,1.27,1.1656,1.130632,2
2025-11-20,P3,13299,观察中 (RSI未超卖),10.39%,-0.76%,35.37,观察,下轨附近,1.36,向上,健康,0.98,1.33,1.0028,0.972716,2
2025-11-20,P3,12908,观察中 (RSI未超卖),10.21%,-0.76%,35.61,观察,下轨附近,1.37,向上,健康,0.98,1.34,0.9742,0.944974,2
2025-11-20,P3,13305,观察中 (RSI未超卖),10.15%,-0.75%,35.61,观察,下轨附近,1.37,向上,健康,0.98,1.34,1.0256,0.994832,2
2025-11-20,P3,13318,观察中 (RSI未超卖),10.12%,-0.74%,35.36,观察,下轨附近,1.36,向上,健康,0.98,1.33,1.0068,0.976596,2
2025-11-20,P3,13316,观察中 (RSI未超卖),10.08%,-0.75%,35.31,观察,下轨附近,1.36,向上,健康,0.98,1.33,0.9509,0.922373,2
2025-11-20,P3,12899,观察中 (RSI未超卖),10.05%,-0.74%,35.51,观察,下轨附近,1.36,向上,健康,0.98,1.33,0.9743,0.945071,2
2025-11-20,P3,14544,关注 (回撤 9.97%),9.97%,-0.12%,37.76,观察,轨道中间,1.33,平稳,健康,0.98,1.3,1.613,1.56461,1
2025-11-20,P3,13303,关注 (回撤 9.96%),9.96%,-0.74%,35.66,观察,下轨附近,1.36,向上,健康,0.98,1.33,1.0564,1.024708,2
2025-11-20,P3,14855,关注 (回撤 9.92%),9.92%,-1.70%,38.53,观察,下轨附近,1.32,向上,健康,0.98,1.3,1.8112,1.756864,2
2025-11-20,P3,16123,关注 (回撤 9.90%),9.90%,-0.72%,36.44,观察,下轨附近,1.37,向上,健康,0.98,1.34,1.301,1.2619699999999998,2
2025-11-20,P3,14662,关注 (回撤 9.85%),9.85%,-0.52%,54.12,观察,轨道中间,1.19,向上,健康,1.04,1.23,2.0791,2.016727,2
2025-11-20,P3,8987,关注 (回撤 9.72%),9.72%,-0.51%,53.95,观察,轨道中间,1.19,向上,健康,1.04,1.23,1.9652,1.906244,2
2025-11-20,P3,14219,关注 (回撤 9.66%),9.66%,-0.29%,38.74,观察,下轨附近,1.39,向上,健康,0.99,1.37,1.3689,1.327833,2
2025-11-20,P3,14985,关注 (回撤 9.09%),9.09%,-1.10%,36.14,观察,下轨附近,1.34,向上,健康,0.98,1.32,1.6682,1.618154,2
2025-11-20,P3,160424,关注 (回撤 9.04%),9.04%,-1.09%,36.24,观察,下轨附近,1.35,向上,健康,0.98,1.32,2.3271,2.2572870000000003,2
2025-11-20,P3,10356,关注 (回撤 8.39%),8.39%,-1.00%,36.08,观察,下轨附近,1.3,向上,健康,0.98,1.27,2.0778,2.015466,1
2025-11-20,P3,15673,关注 (回撤 8.10%),8.10%,-1.07%,35.95,观察,下轨附近,1.3,向上,健康,0.98,1.27,1.3599,1.319103,2
2025-11-20,P3,1593,关注 (回撤 8.03%),8.03%,-1.06%,36.28,观察,下轨附近,1.3,向上,健康,0.98,1.28,1.2086,1.1723419999999998,2
2025-11-20,P3,15600,关注 (回撤 8.02%),8.02%,-1.07%,36.15,观察,下轨附近,1.3,向上,健康,0.98,1.28,1.6837,1.633189,2
2025-11-20,P3,13277,关注 (回撤 8.02%),8.02%,-1.06%,36.08,观察,下轨附近,1.3,向上,健康,0.98,1.27,1.0939,1.061083,2
2025-11-20,P3,4433,关注 (回撤 7.99%),7.99%,-0.35%,49.91,观察,轨道中间,1.34,向上,健康,1.06,1.41,1.6868,1.636196,2
2025-11-20,P3,4744,关注 (回撤 7.99%),7.99%,-1.05%,36.32,观察,下轨附近,1.3,向上,健康,0.98,1.28,3.0436,2.952292,2
2025-11-20,P3,7665,关注 (回撤 7.96%),7.96%,-1.05%,36.34,观察,下轨附近,1.3,向上,健康,0.98,1.28,1.6769,1.626593,2
2025-11-20,P3,13081,关注 (回撤 7.83%),7.83%,-0.60%,47.7,观察,轨道中间,1.36,向上,健康,1.05,1.42,2.5736,2.496392,2
2025-11-20,P3,11372,关注 (回撤 7.74%),7.74%,-0.65%,55.61,观察,轨道中间,1.2,平稳,健康,0.99,1.19,0.706,0.68482,2
2025-11-20,P3,11317,关注 (回撤 7.07%),7.07%,-1.05%,35.52,观察,下轨附近,1.25,向上,健康,0.98,1.23,1.0693,1.037221,3
2025-11-20,P3,15596,关注 (回撤 7.03%),7.03%,-0.57%,48.62,观察,轨道中间,1.35,向上,健康,1.05,1.42,2.092,2.02924,2
2025-11-21,P2,8888,🔥 P2-强力超卖 (RSI<=35),12.11%,-1.19%,33.52,观察,下轨附近,1.27,向上,健康,0.95,1.21,1.4324,1.389428,2
2025-11-22,P1A,13305,🌟 P1-极值超卖 (RSI<=29),13.75%,-4.01%,28.54,观察,**下轨下方**,1.37,向上,健康,0.94,1.29,0.9845,0.954965,2
2025-11-22,P1A,11840,🌟 P1-极值超卖 (RSI<=29),13.67%,-3.98%,26.52,观察,下轨附近,1.34,平稳,健康,0.93,1.24,1.3714,1.330258,3
2025-11-22,P1A,12734,🌟 P1-极值超卖 (RSI<=29),13.60%,-3.97%,26.65,观察,下轨附近,1.33,平稳,健康,0.93,1.24,1.5663,1.519311,3
2025-11-22,P1A,11036,🌟 P1-极值超卖 (RSI<=29),13.48%,-4.77%,25.49,观察,**下轨下方**,1.34,平稳,健康,0.94,1.26,1.1472,1.112784,1
2025-11-22,P1A,13811,🌟 P1-极值超卖 (RSI<=29),13.12%,-3.09%,27.76,观察,**下轨下方**,1.25,向上,健康,0.92,1.16,0.9008,0.873776,3
2025-11-22,P1A,11611,🌟 P1-极值超卖 (RSI<=29),13.02%,-3.04%,27.89,观察,**下轨下方**,1.25,向上,健康,0.93,1.15,0.997,0.96709,3
2025-11-22,P1A,11613,🌟 P1-极值超卖 (RSI<=29),12.94%,-3.03%,27.9,观察,**下轨下方**,1.25,向上,健康,0.93,1.16,1.0142,0.983774,3
2025-11-22,P1A,160424,🌟 P1-极值超卖 (RSI<=29),12.50%,-3.80%,28.63,观察,**下轨下方**,1.35,向上,健康,0.94,1.27,2.2387,2.171539,2
2025-11-22,P1A,14544,🌟 P1-极值超卖 (RSI<=29),12.14%,-4.18%,27.24,观察,下轨附近,1.33,平稳,健康,0.94,1.25,1.5455,1.499135,2
2025-11-22,P1A,1593,🌟 P1-极值超卖 (RSI<=29),11.55%,-3.83%,28.22,观察,**下轨下方**,1.3,向上,健康,0.94,1.23,1.1623,1.127431,2
2025-11-22,P1A,4744,🌟 P1-极值超卖 (RSI<=29),11.50%,-3.81%,28.22,观察,**下轨下方**,1.3,向上,健康,0.94,1.23,2.9275,2.839675,2
2025-11-22,P2,12630,🔥 P2-强力超卖 (RSI<=35),15.79%,-4.04%,29.05,观察,**下轨下方**,1.26,向上,健康,0.91,1.15,0.9372,0.909084,3
2025-11-22,P2,8888,🔥 P2-强力超卖 (RSI<=35),15.67%,-4.05%,29.04,观察,**下轨下方**,1.27,向上,健康,0.91,1.16,1.3744,1.333168,3
2025-11-22,P2,7301,🔥 P2-强力超卖 (RSI<=35),14.87%,-3.98%,29.11,观察,**下轨下方**,1.26,向上,健康,0.92,1.15,2.5606,2.483782,3
2025-11-22,P2,11609,🔥 P2-强力超卖 (RSI<=35),10.26%,-1.16%,31.37,观察,下轨附近,1.25,向上,健康,0.96,1.2,1.0193,0.988721,2
2025-11-25,P1A,013305,关注 (回撤 13.75%),13.75%,-4.01%,28.54,观察,**下轨下方**,1.37,向上,健康,0.94,1.29,0.9845,0.9549650000000001,2
2025-11-25,P1A,011840,关注 (回撤 13.67%),13.67%,-3.98%,26.52,观察,下轨附近,1.34,平稳,健康,0.93,1.24,1.3714,1.330258,3
2025-11-25,P1A,012734,关注 (回撤 13.60%),13.60%,-3.97%,26.65,观察,下轨附近,1.33,平稳,健康,0.93,1.24,1.5663,1.519311,3
2025-11-25,P1A,011036,关注 (回撤 13.48%),13.48%,-4.77%,25.49,观察,**下轨下方**,1.34,平稳,健康,0.94,1.26,1.1472,1.112784,1
2025-11-25,P1A,013811,关注 (回撤 13.12%),13.12%,-3.09%,27.76,观察,**下轨下方**,1.25,向上,健康,0.92,1.16,0.9008,0.873776,3
2025-11-25,P1A,011611,关注 (回撤 13.02%),13.02%,-3.04%,27.89,观察,**下轨下方**,1.25,向上,健康,0.93,1.15,0.997,0.96709,3
2025-11-25,P1A,011609,关注 (回撤 12.99%),12.99%,-3.04%,28.0,观察,**下轨下方**,1.25,向上,健康,0.93,1.16,0.9883,0.9586509999999999,3
2025-11-25,P1A,011613,关注 (回撤 12.94%),12.94%,-3.03%,27.9,观察,**下轨下方**,1.25,向上,健康,0.93,1.16,1.0142,0.9837739999999999,3
2025-11-25,P1A,160424,关注 (回撤 12.50%),12.50%,-3.80%,28.63,观察,**下轨下方**,1.35,向上,健康,0.94,1.27,2.2387,2.171539,2
2025-11-25,P1A,014544,关注 (回撤 12.14%),12.14%,-4.18%,27.24,观察,下轨附近,1.33,平稳,健康,0.94,1.25,1.5455,1.499135,2
2025-11-25,P1A,001593,关注 (回撤 11.55%),11.55%,-3.83%,28.22,观察,**下轨下方**,1.30,向上,健康,0.94,1.23,1.1623,1.127431,2
2025-11-25,P1A,004744,关注 (回撤 11.50%),11.50%,-3.81%,28.22,观察,**下轨下方**,1.30,向上,健康,0.94,1.23,2.9275,2.839675,2
2025-11-25,P1B,009645,🌟 P1-极值超卖 (RSI<=29),19.96%,-1.74%,27.26,观察,**下轨下方**,1.35,向下,不健康/向下,0.85,1.15,1.5935,1.5456949999999998,2
2025-11-25,P1B,008327,🌟 P1-极值超卖 (RSI<=29),16.26%,-0.24%,27.98,观察,下轨附近,1.49,平稳,健康,0.92,1.38,2.1708,2.105676,2
2025-11-25,P1B,019548,关注 (回撤 7.25%),7.25%,0.69%,27.68,观察,下轨附近,1.10,平稳,健康,0.98,1.07,1.3512,1.3106639999999998,1
2025-11-25,P2,023567,🔥 P2-强力超卖 (RSI<=35),16.99%,0.53%,34.54,观察,轨道中间,NaN,数据不足,数据不足,0.88,,1.0037,0.973589,2
2025-11-25,P2,012630,🔥 P2-强力超卖 (RSI<=35),15.79%,-4.04%,29.05,观察,**下轨下方**,1.26,向上,健康,0.91,1.15,0.9372,0.909084,3
2025-11-25,P2,008888,🔥 P2-强力超卖 (RSI<=35),15.67%,-4.05%,29.04,观察,**下轨下方**,1.27,向上,健康,0.91,1.16,1.3744,1.3331680000000001,3
2025-11-25,P2,007301,关注 (回撤 14.87%),14.87%,-3.98%,29.11,观察,**下轨下方**,1.26,向上,健康,0.92,1.15,2.5606,2.4837819999999997,3
2025-11-25,P2,011372,关注 (回撤 8.94%),8.94%,2.00%,34.77,观察,下轨附近,1.19,向下,不健康/向下,0.95,1.13,0.6773,0.656981,3
2025-11-25,P2,007029,关注 (回撤 8.33%),8.33%,0.72%,32.79,观察,**下轨下方**,1.17,平稳,健康,0.96,1.12,1.6159,1.5674229999999998,3
2025-11-25,P3,003305,观察中 (RSI未超卖),16.92%,1.54%,41.24,观察,下轨附近,1.31,向下,不健康/向下,0.93,1.22,4.356,4.22532,1
2025-11-25,P3,014662,关注 (回撤 9.85%),9.85%,0.35%,54.72,观察,轨道中间,1.19,向上,健康,1.03,1.22,2.0685,2.006445,2
2025-11-25,P3,013081,关注 (回撤 8.60%),8.60%,-0.63%,45.43,观察,**下轨下方**,1.36,向上,健康,0.99,1.34,2.4343,2.361271,3
