基金代码,日期,最新净值,最大回撤,最大连续下跌,近一周连跌,RSI,当日跌幅,止损退出天数,信号,未来1日收益,未来3日收益,未来5日收益,未来10日收益,未来20日收益
010812,2025-01-20,2.568,0.06538170823885112,3,3,42.33,-0.0098,,无信号,-0.001370716510903371,-0.00020249221183807863,-0.014221183800623139,0.016417445482866104,0.05574766355140193
010812,2025-01-21,2.603,0.06538170823885112,4,4,53.72,-0.0136,,无信号,-0.0030906646177488693,0.0015194006915096835,-0.04381290818286599,0.013824433346139042,0.04955243949289278
010812,2025-01-22,2.634,0.06538170823885112,5,4,68.48,-0.0119,,无信号,-0.025630220197418382,-0.039297646165527736,-0.03512148823082761,-0.014111617312072902,0.022714502657555032
010812,2025-02-10,2.623,0.06538170823885112,3,3,65.31,-0.0034,,无信号,-0.015,-0.01995615707205503,0.0010121997712542186,0.046086542127335074,0.007199771254288822
010812,2025-03-06,2.699,0.069464544138929,3,3,56.59,-0.0235,,无信号,-0.02833827343460542,-0.025744720266765435,-0.0320433493886624,-0.025007410151908053,-0.07132085957762128
010812,2025-04-10,2.406,0.14333210195788693,3,3,23.15,-0.0156,,无信号,-0.005856192851205404,0.0003782211138819297,-0.004609310058187901,0.005806317539484538,0.04030340814630091
010812,2025-04-11,2.428,0.1407928862541682,4,4,29.55,-0.0091,,无信号,-0.0067627677100494145,-0.015411861614497483,-0.012528830313014733,0.00035420098846783345,0.038657331136738006
010812,2025-04-14,2.448,0.1407928862541682,5,4,31.81,-0.0082,,无信号,-0.017042483660130676,-0.021944444444444405,-0.007647058823529314,-0.009084967320261352,0.00970588235294119
010812,2025-04-21,2.466,0.14015572858731928,3,3,40.23,-0.0131,,无信号,-0.02189375506893769,-0.0287875101378752,-0.026354420113544212,0.013653690186536827,-0.0005393349553934812
010812,2025-05-06,2.51,0.1232514177693762,3,3,68.98,-0.0191,,无信号,-0.013007968127489904,-0.025358565737051714,-0.013007968127489904,-0.015358565737051716,-0.018545816733067655
010812,2025-05-07,2.515,0.11047180667433841,4,4,66.67,-0.002,,无信号,-0.016192842942345968,-0.01539761431411544,-0.007445328031809271,-0.01971172962226637,-0.0010238568588470031
010812,2025-05-14,2.534,0.09165687426556991,3,3,65.32,-0.0076,,无信号,-0.03473164956590364,-0.03828334648776627,-0.037099447513812,-0.04406866614048925,0.00447119179163379
010812,2025-09-23,3.52,0.0685008422234699,3,3,53.72,-0.0034,,无信号,-0.009318181818181812,-0.010738636363636329,0.014261363636363694,0.01488636363636359,
010812,2025-09-24,3.54,0.0685008422234699,4,4,73.03,-0.0057,,无信号,-0.008220338983050841,0.004209039548022615,0.020310734463276837,0.004322033898305061,
010812,2025-09-25,3.564,0.0685008422234699,5,4,67.25,-0.0068,,无信号,-0.023136924803591447,0.0015544332210999344,-0.003215488215488267,-0.02407968574635243,
010812,2025-10-09,3.665,0.0685008422234699,3,3,71.6,-0.0116,,无信号,-0.03109822646657576,-0.05565484311050478,-0.04010231923601639,-0.02273533424283764,
014127,2022-02-16,0.9558,0.1144771337023012,3,3,44.86,-0.0054,14.0,无信号,-0.02180058589663104,-0.027031805817116505,-0.049316802678384536,-0.04894224733207788,-0.10500000000000001
014127,2022-03-18,0.8401,0.14253017062005827,3,3,16.89,-0.0036,,无信号,-0.013928698964408985,0.0005933817402690184,0.0009504820854661124,0.028805499345316146,0.03511427211046312
014127,2022-03-21,0.841,0.14253017062005827,4,4,18.26,-0.0011,,无信号,-0.00037455410225924017,0.005570749108204497,0.010445897740784884,0.03281212841854941,0.023537455410225946
014127,2022-03-22,0.8533,0.14253017062005827,5,4,26.27,-0.0146,,无信号,-0.015117192077815526,-0.014765615844368815,-0.0014057189733973335,0.00589886323684529,0.005430094925583054
014127,2022-03-30,0.8677,0.13178131254608658,3,3,57.55,-0.0032,,无信号,-0.022606315546848048,-0.009122392531981107,-0.017535438515615974,0.000531865852253113,-0.024476777688141094
014127,2022-04-15,0.8725,0.08847600088475996,3,3,58.18,-0.005,,无信号,-0.015687679083094607,-0.02359598853868202,-0.024971346704871104,-0.02987106017191983,-0.027120343839541657
014127,2022-07-22,0.8296,0.060102301790281296,3,3,46.18,-0.001,,无信号,-0.019098360655737653,-0.005718418514946913,-0.018977820636451266,-0.009339440694310568,-0.019705882352941163
014127,2023-03-23,0.7167,0.07803506893320843,3,3,39.79,-0.013,,无信号,-0.01611622715222551,-0.025046044370029278,-0.0018843309613506849,0.015092088740058556,-0.010162550579042886
014127,2023-03-31,0.7295,0.07717041800643085,3,3,62.14,-0.0047,,无信号,-0.0065010281014393646,-0.014040438656614224,-0.015,0.00911925976696364,-0.04379369431117202
014127,2023-04-03,0.7357,0.07717041800643085,4,4,71.33,-0.0085,,无信号,-0.021524398532010366,-0.021252548593176632,-0.012825200489329978,-0.002825200489329979,-0.0414278918037244
014127,2023-04-17,0.7398,0.0688116804109775,3,3,72.51,-0.0096,,无信号,-0.01837929170045966,-0.03500540686672078,-0.04987429034874297,-0.05717626385509592,-0.06542173560421731
014127,2023-08-24,0.7206,0.08067885117493467,3,3,26.47,-0.0112,,无信号,-0.020412156536219837,0.0005426033860671496,-0.013195947821260105,-0.003057174576741664,-0.04205245628642805
014127,2023-11-03,0.6868,0.06274509803921562,3,3,34.84,-0.0104,,无信号,-0.003934187536400624,-0.004516598718695421,-0.012233546884100156,0.007376237623762469,-0.004854397204426341
014127,2023-11-06,0.6944,0.06274509803921562,4,4,41.53,-0.0111,,无信号,-0.012839861751152152,-0.02162442396313371,-0.015864055299539236,0.00724078341013818,-0.028473502304147438
014127,2023-11-07,0.6959,0.06274509803921562,5,4,49.15,-0.0022,,无信号,-0.017730277338698107,-0.025346314125592732,-0.013994108348900655,0.0014664463284955595,-0.03790702687167685
014127,2023-11-15,0.7023,0.06274509803921562,3,3,77.07,-0.0082,,无信号,-0.020410793108358288,-0.014145664246048791,-0.02639114338601738,-0.020235654278798296,-0.04244838388153209
014127,2023-12-27,0.667,0.06572769953051646,3,3,42.55,-0.0121,,无信号,-0.0066041979010495674,-0.006154422788605672,-0.019047976011994056,-0.013095952023988111,-0.03213643178410795
014127,2023-12-28,0.6726,0.06572769953051646,4,4,50.79,-0.0084,,无信号,-0.014405292893249974,-0.021987808504311517,-0.026745465358311057,-0.014515313707998752,-0.032059173357121606
014127,2023-12-29,0.673,0.06572769953051646,5,4,49.46,-0.0006,,无信号,-0.015148588410103995,-0.027927191679049092,-0.03312778603268943,-0.022087667161961463,-0.04422734026745927
014127,2024-01-25,0.6544,0.07299484915378952,3,3,45.77,-0.0085,,无信号,-0.026919315403423027,-0.0446454767726161,-0.05366136919315402,-0.007444987775061025,0.051234718826405956
014127,2024-02-08,0.6528,0.07191679049034175,3,3,55.54,-0.0074,,无信号,0.0016973039215684889,-0.008566176470588265,0.022224264705882332,0.05382352941176469,0.03191789215686259
014127,2024-02-19,0.6637,0.07177886758805173,4,4,67.75,-0.0167,,无信号,-0.020424137411480997,0.006545879162272249,0.0076005725478379,0.029352870272713643,0.01790191351514237
014127,2024-04-24,0.6665,0.06795000718287603,3,3,42.49,-0.0027,,无信号,-0.017700675168792233,-0.0026969242310577856,0.03376219054763687,0.051714178544636245,0.08937359339834969
014127,2024-05-13,0.7043,0.06795000718287603,3,3,66.69,-0.0064,,无信号,-0.0052030384779213155,0.0016122391026550213,0.01311302001987779,0.03063822234843108,0.02581073406218932
014127,2024-05-14,0.7112,0.06795000718287603,4,4,77.46,-0.0098,,无信号,-0.0029077615298088565,-0.010219347581552364,-0.00712598425196859,0.029308211473565767,0.029730033745781693
014127,2024-05-15,0.7198,0.06795000718287603,5,4,77.8,-0.0121,,无信号,-0.020279244234509622,-0.009026118366212877,-0.020001389274798623,0.015422339538760831,0.025564045568213418
014127,2024-05-27,0.7294,0.06795000718287603,3,3,77.69,-0.0068,,无信号,-0.006499862901014555,-0.02267754318618049,-0.022540444200712995,-0.009661365505895352,0.004734027968193028
014127,2024-08-12,0.6824,0.12089971883786323,3,3,38.65,-0.005,,无信号,0.0012661195779601377,0.012989449003517006,0.027350527549824206,0.0180070339976554,-0.030498241500586123
014127,2024-08-13,0.6935,0.12089971883786323,4,4,49.25,-0.0163,,无信号,-0.015720980533525674,0.004466474405190997,0.0002847873107425271,0.004372746935832661,-0.04003965392934389
014127,2024-08-19,0.7113,0.11497506402480125,3,3,64.8,-0.0061,,无信号,-0.02512231126107141,-0.030605229860818216,-0.033557570645297324,-0.03241459299873481,-0.049988050049205715
014127,2024-09-11,0.6778,0.06846618866863499,3,3,35.82,-0.0129,,无信号,-0.00865594570669802,-0.012786957804662057,0.0071304219533786,0.06994836234877555,0.0976851578636766
014127,2024-09-12,0.6821,0.06846618866863499,4,4,35.17,-0.0063,,无信号,-0.012800908957630926,0.004791819381322324,-0.002391878023750269,0.0845763084591701,0.08398988418120505
014127,2024-09-13,0.6836,0.06846618866863499,5,4,40.0,-0.0022,,无信号,-0.02129022820362781,-0.0015418373317729866,0.015427150380339441,0.09754534815681692,0.08657401989467522
014127,2024-09-30,0.7432,0.06846618866863499,3,3,88.68,-0.02,,无信号,-0.0008719052744886099,0.00033907427341237605,-0.0019483315392895013,-0.005538213132400371,-0.02814316469321851
014127,2024-10-08,0.7537,0.06846618866863499,4,4,89.49,-0.0141,,无信号,-0.025481623988324292,-0.009825527398169012,-0.04671022953429751,-0.01495090884967502,-0.029678253947193926
014127,2025-03-06,0.793,0.06764346764346765,3,3,48.42,-0.0097,,无信号,-0.013612862547288789,-0.03088902900378317,-0.04564312736443882,-0.014205548549810952,-0.07990542244640607
014127,2025-03-07,0.7941,0.06764346764346765,4,4,47.66,-0.0014,20.0,无信号,-0.03351152247827735,-0.032252235234857124,-0.027215086261176226,-0.03283024807958696,-0.10500000000000001
014127,2025-03-18,0.8001,0.06764346764346765,3,3,47.47,-0.0083,13.0,无信号,-0.021749156355455657,-0.050120609923759545,-0.05087051618547689,-0.06474253218347714,-0.10500000000000001
014127,2025-04-10,0.6871,0.19260092488438946,3,3,28.84,-0.0145,,无信号,0.010032746325134612,0.025023286275651244,0.0071219618687236065,0.05350676757386101,0.08901833794207537
014127,2025-04-11,0.7043,0.19260092488438946,4,4,35.69,-0.025,,无信号,0.005729802640919986,-0.02678475081641358,-0.018407638790288325,0.023396989919068602,0.06911614368876885
014127,2025-04-14,0.7189,0.19260092488438946,5,4,36.2,-0.0207,,无信号,-0.02098136041174012,-0.038090833217415423,-0.03836903602726392,-0.0008269578522743046,0.03520030602309089
014127,2025-04-23,0.7289,0.19260092488438946,3,3,43.44,-0.0182,,无信号,-0.017195088489504795,-0.024603512141583215,-0.003750171491288262,0.04603580738098506,0.034785978872273325
014127,2025-05-06,0.7601,0.1778032327860506,3,3,73.97,-0.0312,,无信号,-0.024867122747006906,-0.03420799894750684,-0.02605117747664776,-0.00749967109590845,0.018944217866070246
018490,2023-10-26,0.8755,0.10211156634100216,3,3,36.91,-0.0007,,无信号,0.006016561964591757,0.01435465448315255,-0.0038063963449457092,0.008592233009708763,-0.0019160479725870523
018490,2023-10-27,0.8939,0.10211156634100216,4,4,44.76,-0.021,,无信号,-0.003924935675131424,-0.01164391990155498,-0.02238337621657909,-0.016075064324868577,-0.031736771450945334
018490,2023-10-30,0.9038,0.10211156634100216,5,4,47.03,-0.0111,,无信号,-0.017876742642177524,-0.03546913033857056,-0.02506859924762115,-0.023698827174153603,-0.05290882938703253
018490,2023-12-25,0.8482,0.09346934249916847,3,3,50.87,-0.0058,,无信号,-0.019244282008960077,0.02072270690874793,0.025084885640179244,0.004785427965102671,-0.060647253006366315
018490,2023-12-29,0.8822,0.08340807174887895,3,3,62.11,-0.0042,,无信号,-0.015,-0.016700294717751016,-0.03472341872591246,-0.014748356381772774,-0.04535366130129218
018490,2024-01-25,0.8474,0.0920426207209249,3,3,44.56,-0.031,7.0,无信号,-0.01594406419636538,-0.058426953032806296,-0.0881649752183149,-0.10500000000000001,-0.10500000000000001
018490,2024-02-08,0.8313,0.1563137610519157,3,3,48.94,-0.0132,,无信号,-0.008744737158667169,-0.002008300252616479,0.01808071694935639,0.05514675808973888,0.12335318176350282
018490,2024-02-19,0.8365,0.1563137610519157,4,4,57.34,-0.0063,,无信号,-0.016075911536162595,0.0028123132098027796,0.0006604901374775846,0.04987148834429162,0.12159892408846382
018490,2024-02-23,0.8588,0.15150478796169634,3,3,52.79,-0.0087,,无信号,-0.025712622263623645,-0.023965999068467678,0.011199347927340435,0.04274103400093158,0.060789473684210525
018490,2024-03-04,0.8824,0.13884068031933355,3,3,89.57,-0.0012,,无信号,-0.022706255666364368,-0.0069537624660018175,0.0202447869446963,0.0629963735267453,0.07285584768812328
018490,2024-03-11,0.9135,0.12166627330658494,3,3,80.41,-0.0152,,无信号,-0.03163929939792008,-0.01718938149972633,0.01663656267104547,0.00014504652435691056,0.07852490421455942
018490,2024-03-15,0.938,0.12083628632175768,3,3,79.35,-0.0291,,无信号,-0.010309168443496726,-0.01617270788912579,-0.03920042643923235,-0.012036247334754734,0.012270788912580068
018490,2024-03-18,0.9424,0.10152100434572678,4,4,78.61,-0.0047,,无信号,-0.018289473684210515,-0.017546689303904996,-0.04067911714770798,0.004231748726655274,0.033094227504244414
018490,2024-04-26,0.9527,0.07275464124435525,3,3,42.7,-0.0205,,无信号,-0.011431195549490963,-0.008597144956439599,-0.013110632937965756,0.0011929253700010672,0.017567439907630905
018490,2024-04-29,0.9561,0.07275464124435525,4,4,40.39,-0.0036,,无信号,-0.02221681832444295,-0.005063800857650805,0.011880033469302435,-0.011380085765087328,-0.007614789247986557
018490,2024-08-13,0.805,0.13598439700942686,3,3,45.74,-0.0039,,无信号,-0.02903726708074545,-0.014503105590062166,-0.016739130434782694,-0.011211180124223608,-0.06487577639751554
018490,2024-08-19,0.8172,0.13999349875392794,3,3,55.77,-0.0147,,无信号,-0.03164219285364667,-0.0377606461086638,-0.025646108663729857,-0.034613313754282914,-0.07083455702398442
018490,2024-09-20,0.8015,0.07831620166421935,3,3,49.41,-0.013,,无信号,-0.01936681222707417,0.02529943855271366,0.09853711790393009,0.08108858390517787,0.11327822832189643
018490,2024-09-26,0.8696,0.07831620166421935,3,3,79.84,-0.0429,,无信号,0.011333946642134222,0.08286108555657767,-0.005915363385464688,-0.017304507819687263,0.00868445262189502
018490,2024-09-27,0.8925,0.07831620166421935,4,4,84.24,-0.0263,,无信号,0.04259103641456583,-0.05656862745098029,-0.03964985994397749,-0.026176470588235204,0.02233893557422979
018490,2024-09-30,0.9439,0.07831620166421935,5,4,90.46,-0.0576,,无信号,-0.0035581099692763712,-0.08534643500370803,-0.06511124059752094,-0.05956086449835787,-0.025235194406187104
018490,2024-10-08,0.9547,0.07831620166421935,6,4,95.44,-0.0114,1.0,无信号,-0.115,-0.115,-0.115,-0.10500000000000001,-0.10500000000000001
018490,2024-10-22,0.8984,0.10401173143395825,3,3,58.87,-0.0067,,无信号,-0.01455476402493314,-0.017337488869100613,-0.022123775601068523,0.05644256455921642,-0.013236865538735487
018490,2024-10-23,0.8988,0.10401173143395825,4,4,54.44,-0.0004,,无信号,-0.018560302625723286,-0.006321762349799824,-0.03079884290164663,0.06487093902981748,-0.00989541611036946
018490,2024-11-05,0.9536,0.10401173143395825,3,3,75.09,-0.0311,17.0,无信号,-0.0066107382550335495,-0.014685402684563793,-0.04383808724832211,-0.07064597315436241,-0.10500000000000001
018490,2024-11-06,0.9616,0.10401173143395825,4,4,82.23,-0.0084,14.0,无信号,-0.007616472545757076,-0.0283111480865225,-0.04952579034941764,-0.07488352745424297,-0.10500000000000001
018490,2024-11-07,0.9687,0.10401173143395825,5,4,81.34,-0.0074,12.0,无信号,-0.03027820790750494,-0.058976463301331654,-0.08261639310416022,-0.07994580365438217,-0.10500000000000001
018490,2024-11-21,0.8961,0.09466295034582431,3,3,43.78,-0.0019,,无信号,-0.03888126325186918,-0.054281330208682074,-0.057405981475281816,-0.024082691663876804,-0.030778372949447616
018490,2024-12-03,0.8811,0.11417363476824613,3,3,34.18,-0.0009,,无信号,-0.009552264215185534,-0.009325275224151622,-0.005012484394506831,-0.010561230280331423,-0.03666496424923395
018490,2024-12-04,0.8859,0.11417363476824613,4,4,43.3,-0.0054,,无信号,-0.022788689468337304,-0.015564397787560736,0.0072372728298904405,-0.019787222034089627,-0.05252229371260867
018490,2024-12-12,0.9068,0.11417363476824613,3,3,66.29,-0.0013,,无信号,-0.03496029995588884,-0.04874503749448618,-0.05227393030436706,-0.0459131010145567,-0.04944199382443758
018490,2025-01-07,0.8731,0.06947507719453028,3,3,48.53,-0.0195,,无信号,-0.02885866452869087,-0.02255927156110404,0.009281296529607144,0.017105142595349884,0.032109151299965624
018490,2025-01-13,0.8807,0.06947507719453028,3,3,57.21,-0.0164,,无信号,0.0004422618371749121,0.009980129442488824,0.0013506301805381732,0.012145452480981037,-0.00522709208584091
018490,2025-01-14,0.8943,0.06947507719453028,4,4,58.85,-0.0154,,无信号,-0.02696466510119639,-0.0030353348988034854,-0.017124566700212472,-0.0029872525997986987,-0.010702784300570272
018490,2025-09-26,1.3063,0.062382421551659246,3,3,55.92,-0.0009,,无信号,0.01730498354129987,0.13175036362244508,0.1475966470182959,0.08073834494373411,
018490,2025-09-29,1.3485,0.062382421551659246,4,4,62.21,-0.0323,,无信号,0.017628846866889168,0.08192250648869116,0.08140341119762691,0.06329810901001116,
018490,2025-09-30,1.3925,0.062382421551659246,5,4,69.28,-0.0326,,无信号,0.060763016157989166,0.07562836624775574,0.05300718132854579,0.019631956912028722,
018490,2025-10-09,1.498,0.062382421551659246,6,4,75.21,-0.0758,,无信号,-0.027550066755674184,-0.02801735647530045,-0.04377169559412544,-0.044919893190921274,
019863,2023-12-29,,0.08120317735195573,3,3,,,8.0,无信号,-0.015116572760831625,-0.05665533320380811,-0.08389450165144753,-0.10500000000000001,-0.10500000000000001
019863,2024-01-25,2.2739,0.1458091028921455,3,3,35.21,-0.0186,,无信号,-0.031095694621575253,-0.07494107040766959,-0.0847480100268261,-0.03600400193500154,0.03378798539953387
019863,2024-02-08,2.2034,0.18636098698270837,3,3,41.92,-0.0124,,无信号,0.01626985567758927,0.014545248252700448,0.030293637106290336,0.06702505219206684,0.11059408187346835
019863,2024-02-19,2.2723,0.18626612777864132,4,4,57.94,-0.0313,,无信号,-0.01095123883290064,-0.00751859349557721,-0.004349997799586322,0.059780178673590735,0.09872750077014479
019863,2024-02-20,2.2815,0.17269853812722244,5,4,56.25,-0.004,,无信号,-0.020698005698005655,-0.005488713565636618,0.01704032434801673,0.05460990576375198,0.0866502301117687
019863,2024-03-04,2.4195,0.09726234102177193,3,3,80.24,-0.0243,,无信号,-0.01582661706964258,-0.031945649927671155,0.0024416201694564127,0.03157780533168002,0.010953709444099912
019863,2024-08-13,2.2742,0.11857645060631189,3,3,38.64,-0.0096,,无信号,-0.02621273414827195,-0.011350364963503563,-0.018957435581742985,-0.034856652888927905,-0.06906648491777335
019863,2024-08-19,2.2849,0.11857645060631189,3,3,43.78,-0.0011,,无信号,-0.02362182152391782,-0.017625935489518046,-0.038458357039695336,-0.053010853866690064,-0.06644689045472453
019863,2024-09-26,2.2806,0.07637095715348598,3,3,73.36,-0.0274,,无信号,0.029505831798649344,0.25883144786459694,0.16569806191353137,0.13211304042795752,0.18801938086468467
019863,2024-09-27,2.3821,0.07637095715348598,4,4,80.81,-0.0445,,无信号,0.09444124931782878,0.1400312749254859,0.07420700222492756,0.1521302632131314,0.10868120565887239
019863,2024-09-30,2.6428,0.07637095715348598,5,4,93.49,-0.1094,,无信号,0.08425079461177547,0.0038814893294990375,-0.003421371272892316,0.04320644770697752,0.01732480702285461
019863,2024-10-08,2.9051,0.07637095715348598,6,4,96.92,-0.0993,3.0,无信号,-0.06790695673126576,-0.115,-0.115,-0.10500000000000001,-0.10500000000000001
019863,2024-10-21,2.7702,0.1097380468830677,3,3,70.64,-0.005,,无信号,-0.017057613168724294,-0.03431268500469284,-0.027490072918922887,-0.029691358024691365,-0.045069309075157105
019863,2024-11-11,2.9464,0.1097380468830677,3,3,67.82,-0.0332,10.0,无信号,-0.033598968232419285,-0.05253733369535713,-0.11247488460494173,-0.10500000000000001,-0.10500000000000001
019863,2024-11-21,2.7671,0.09747488460494173,3,3,57.54,-0.0034,,无信号,-0.04326063387662183,-0.063137038777059,-0.040405659354558934,-0.004783166491995254,0.02065863178056439
019863,2024-12-12,2.8116,0.10606163453706217,3,3,62.49,-0.0073,,无信号,-0.02278915919760991,-0.050317968416559944,-0.005574761701522275,0.03696898563095758,-0.04359012661829557
019863,2024-12-20,2.9158,0.10606163453706217,3,3,60.73,-0.0274,,无信号,-0.04727244666986764,-0.042128060909527386,-0.023128129501337483,-0.10226318677549896,-0.03812984429659099
019863,2025-01-09,2.7584,0.1015155652648826,3,3,44.53,-0.006,,无信号,-0.03504785382830623,-0.008873259860788813,-0.020981728538283128,0.04147621809744783,0.05188080046403706
019863,2025-01-21,2.8892,0.1015155652648826,3,3,58.02,-0.0248,,无信号,-0.0018475702616641936,0.004417139692648418,-0.06262564031565845,0.027950297660251876,0.10018482624948068
019863,2025-01-22,2.9272,0.1015155652648826,4,4,67.72,-0.0132,,无信号,-0.028869909811423875,-0.05011888494124085,-0.04280814430172175,-0.015692812243782415,0.06540858157966663
019863,2025-02-10,2.9127,0.1015155652648826,3,3,65.22,-0.0102,,无信号,-0.01242506952312293,-0.020767844268204733,0.017135132351426476,0.0914740618669963,0.060918220208054284
019863,2025-02-11,2.9202,0.1015155652648826,4,4,60.65,-0.0026,,无信号,0.006984795561947824,-0.01667796726251631,-0.007979932881309435,0.07951475926306414,0.06324875008561058
019863,2025-02-12,2.9844,0.1015155652648826,5,4,66.67,-0.022,,无信号,-0.04465420184961795,-0.00766184157619621,0.008522316043425904,0.06493030424876017,0.044859268194612
019863,2025-02-21,3.2312,0.06576579635351244,3,3,64.56,-0.0496,6.0,无信号,-0.026605595444416826,-0.026791284971527614,-0.09955063134439207,-0.10500000000000001,-0.10500000000000001
019863,2025-03-06,3.0998,0.10079846496657585,3,3,59.05,-0.0273,20.0,无信号,-0.015483902187237905,-0.008644751274275815,-0.03374314471901414,-0.03309858700561325,-0.10500000000000001
019863,2025-03-12,3.1332,0.10079846496657585,3,3,53.6,-0.0044,14.0,无信号,-0.04420337035618534,-0.023936550491510285,-0.04078833141835822,-0.09592940125111706,-0.10500000000000001
019863,2025-03-18,3.1124,0.10079846496657585,3,3,44.07,-0.0023,12.0,无信号,-0.0342777277984835,-0.0753714175555841,-0.1031313455854004,-0.09955725485156157,-0.10500000000000001
019863,2025-04-11,2.6954,0.19354015064470823,3,3,32.04,-0.0262,,无信号,-0.004278029234992894,-0.018561623506715082,-0.028022185946427212,-0.015907471989315084,0.018373154262818197
019863,2025-04-14,2.7243,0.19354015064470823,4,4,35.33,-0.0107,,无信号,-0.01988198803362335,-0.029829497485592625,-0.020175641449179604,-0.031722460815622355,-0.015424696252248276
019863,2025-05-06,2.791,0.1612838981644372,3,3,63.59,-0.0254,,无信号,-0.01886958079541388,-0.03424041562164101,-0.020947689000358274,-0.04000537441777145,-0.06530096739519882
019863,2025-09-18,4.3482,0.14286346243170905,3,3,50.08,-0.0102,,无信号,-0.01959960443401878,0.016714272572558787,0.020876914585345588,-0.018315854836484076,
