基金代码,基金简称,日增长率,近1周,近1月,近3月,近半年,近1年,近2年,近3年,今年来,成立来,十大重仓
007509,简称缺失,,,,,,,,,,,"[['中际旭创', 5.61, 190.26, 76804.16], ['新易盛', 5.05, 188.94, 69106.86], ['胜宏科技', 3.06, 146.86, 41929.53], ['天孚通信', 2.62, 213.52, 35828.29], ['三花智控', 1.41, 398.36, 19292.8], ['巨人网络', 1.41, 425.88, 19241.34], ['汉威科技', 1.2, 259.56, 16500.05], ['恺英网络', 1.13, 549.84, 15439.51], ['拓普集团', 1.1, 186.72, 15122.34], ['华工科技', 1.02, 151.57, 14017.19]]"
007491,简称缺失,,,,,,,,,,,"[['华海清科', 9.61, 283.91, 46901.25], ['中微公司', 9.5, 155.1, 46373.89], ['拓荆科技', 9.43, 176.98, 46045.69], ['芯源微', 9.37, 306.99, 45741.38], ['北方华创', 9.23, 99.59, 45052.66], ['富创精密', 9.15, 601.22, 44658.55], ['精测电子', 8.48, 526.97, 41377.72], ['万业企业', 6.31, 1400.39, 30808.67], ['安集科技', 5.07, 108.36, 24753.83], ['概伦电子', 4.97, 574.41, 24245.96]]"
007465,简称缺失,,,,,,,,,,,"[['宁德时代', 22.68, 171.88, 69095.0], ['中际旭创', 7.65, 57.72, 23301.18], ['东方财富', 7.44, 835.65, 22662.7], ['新易盛', 7.06, 58.78, 21498.64], ['阳光电源', 5.19, 97.66, 15819.29], ['胜宏科技', 3.83, 40.83, 11656.97], ['汇川技术', 3.65, 132.56, 11111.34], ['迈瑞医疗', 2.96, 36.66, 9008.05], ['亿纬锂能', 2.52, 84.28, 7669.04], ['同花顺', 1.67, 13.65, 5073.69]]"
007450,简称缺失,,,,,,,,,,,"[['海光信息', 5.9, 127.24, 32141.53], ['中芯国际', 4.03, 302.3, 21955.31], ['国力电子', 3.87, 286.68, 21067.95], ['立讯精密', 3.51, 295.52, 19116.99], ['腾讯控股', 3.49, 31.44, 19028.88], ['信达生物', 3.4, 210.65, 18539.57], ['阿里巴巴-W', 3.28, 110.8, 17905.0], ['众生药业', 3.06, 963.79, 16654.32], ['三环集团', 3.05, 359.05, 16634.79], ['恒立液压', 2.75, 159.7, 14966.87]]"
007356,简称缺失,,,,,,,,,,,"[['阿里巴巴-W', 8.09, 495.97, 80147.49], ['新易盛', 6.86, 185.86, 67983.33], ['沪电股份', 6.18, 833.31, 61223.23], ['工业富联', 6.03, 905.74, 59787.63], ['中际旭创', 4.31, 105.94, 42765.86], ['腾讯控股', 4.25, 69.63, 42147.44], ['深南电路', 3.47, 158.72, 34384.75], ['杰华特', 2.44, 417.22, 24219.9], ['兴森科技', 2.35, 1050.81, 23243.92], ['寒武纪', 2.2, 16.43, 21767.63]]"
007301,简称缺失,,,,,,,,,,,"[['恒玄科技', 0.0, 0.0, 0.07]]"
007127,简称缺失,,,,,,,,,,,"[['瑞芯微', 1.53, 27.76, 6261.36], ['生益科技', 1.52, 114.99, 6211.76], ['中材科技', 1.35, 161.99, 5510.91], ['药明康德', 1.25, 45.66, 5114.73], ['海康威视', 1.21, 157.54, 4965.66], ['宁德时代', 1.21, 12.29, 4940.9], ['德赛西威', 1.06, 28.7, 4340.5], ['五粮液', 1.02, 34.47, 4187.42], ['同花顺', 1.0, 10.97, 4078.32], ['紫光国微', 0.99, 44.81, 4047.15]]"
007029,简称缺失,,,,,,,,,,,"[['奥美森', 0.0, 0.03, 0.25], ['长江能科', 0.0, 0.03, 0.16]]"
006888,简称缺失,,,,,,,,,,,"[['源杰科技', 9.77, 43.98, 18868.36], ['新易盛', 9.17, 48.43, 17713.62], ['深南电路', 8.54, 76.13, 16491.89], ['海光信息', 8.31, 63.58, 16059.68], ['中际旭创', 8.17, 39.12, 15791.52], ['生益电子', 7.91, 194.63, 15278.53], ['天孚通信', 7.89, 90.82, 15239.14], ['胜宏科技', 7.83, 52.99, 15129.64], ['沪电股份', 7.76, 204.07, 14993.02], ['寒武纪', 7.34, 10.71, 14187.84]]"
006594,简称缺失,,,,,,,,,,,"[['瑞芯微', 1.48, 18.08, 4077.92], ['深信服', 1.3, 28.52, 3579.26], ['璞泰来', 1.25, 111.51, 3447.89], ['广联达', 1.2, 235.85, 3316.07], ['长川科技', 1.18, 32.81, 3269.0], ['菲利华', 1.18, 43.13, 3264.94], ['网宿科技', 1.16, 278.02, 3208.35], ['汇顶科技', 1.15, 38.57, 3186.28], ['科沃斯', 1.12, 28.67, 3081.69], ['光线传媒', 1.08, 154.24, 2987.63]]"
006503,简称缺失,,,,,,,,,,,"[['工业富联', 10.04, 132.4, 8739.66], ['生益科技', 10.02, 161.38, 8717.8], ['生益电子', 9.75, 108.1, 8485.48], ['中际旭创', 9.37, 20.2, 8155.67], ['深南电路', 8.25, 33.16, 7183.78], ['沪电股份', 8.05, 95.35, 7005.44], ['中材科技', 8.0, 204.56, 6959.13], ['鼎泰高科', 7.97, 96.72, 6933.86], ['新易盛', 7.94, 18.9, 6913.78], ['东材科技', 5.91, 254.21, 5145.21]]"
006328,简称缺失,,,,,,,,,,,[]
006249,简称缺失,,,,,,,,,,,"[['兴齐眼药', 0.0, 0.01, 0.92], ['亿纬锂能', 0.0, 0.01, 0.91], ['汇川技术', 0.0, 0.01, 0.84], ['中科创达', 0.0, 0.01, 0.78], ['软通动力', 0.0, 0.01, 0.55], ['东方财富', 0.0, 0.02, 0.54], ['三环集团', 0.0, 0.01, 0.46], ['金龙鱼', 0.0, 0.01, 0.32], ['信维通信', 0.0, 0.01, 0.26], ['三角防务', 0.0, 0.01, 0.25]]"
006166,爬取失败,,,,,,,,,,,[]
005963,简称缺失,,,,,,,,,,,"[['海光信息', 9.06, 49.41, 12481.09], ['华虹半导体', 7.05, 133.04, 9716.71], ['兆易创新', 6.5, 41.97, 8952.2], ['快手-W', 6.04, 107.67, 8316.44], ['澜起科技', 5.9, 52.56, 8136.18], ['沪电股份', 5.3, 99.37, 7301.01], ['腾讯控股', 4.61, 10.5, 6357.1], ['生益科技', 4.22, 107.54, 5809.31], ['芯源微', 4.18, 38.7, 5765.78], ['中际旭创', 4.14, 14.13, 5704.0]]"
005919,简称缺失,,,,,,,,,,,"[['胜宏科技', 0.01, 0.06, 17.13], ['华天科技', 0.01, 1.45, 17.08], ['华工科技', 0.0, 0.1, 9.26], ['芯原股份', 0.0, 0.04, 7.41], ['先导智能', 0.0, 0.11, 6.84], ['深科技', 0.0, 0.23, 6.43], ['巨人网络', 0.0, 0.14, 6.33], ['百济神州', 0.0, 0.02, 6.14], ['恒玄科技', 0.0, 0.02, 5.95], ['指南针', 0.0, 0.03, 5.43]]"
005763,简称缺失,,,,,,,,,,,"[['阿里巴巴-W', 6.35, 139.38, 22523.45], ['九方智投控股', 5.98, 311.35, 21205.52], ['中芯国际', 5.32, 259.6, 18854.11], ['金蝶国际', 3.5, 775.08, 12397.72], ['同花顺', 3.46, 33.01, 12273.54], ['海光信息', 3.46, 48.56, 12267.24], ['兆易创新', 3.3, 54.92, 11713.82], ['快手-W', 3.16, 145.11, 11208.02], ['上海复旦', 3.07, 262.1, 10892.57], ['华虹半导体', 2.94, 142.7, 10422.58]]"
005633,简称缺失,,,,,,,,,,,"[['胜宏科技', 1.6, 26.4, 7537.2], ['金诚信', 1.36, 92.26, 6434.42], ['中材科技', 1.13, 157.33, 5352.37], ['三美股份', 1.09, 87.53, 5148.51], ['瑞芯微', 1.02, 21.39, 4824.31], ['科沃斯', 0.97, 42.77, 4597.78], ['华工科技', 0.95, 48.76, 4509.32], ['艾力斯', 0.95, 40.82, 4500.39], ['亚钾国际', 0.93, 112.45, 4404.67], ['芯动联科', 0.93, 57.05, 4372.73]]"
005491,简称缺失,,,,,,,,,,,"[['信达生物', 7.54, 1600.13, 140829.48], ['中际旭创', 5.58, 258.01, 104153.88], ['巨化股份', 5.4, 2522.52, 100926.01], ['晶晨股份', 5.33, 896.14, 99632.34], ['立讯精密', 5.08, 1467.79, 94951.48], ['中芯国际', 4.71, 1211.42, 87982.11], ['诺诚健华', 4.37, 4779.1, 81679.53], ['澜起科技', 4.07, 491.55, 76091.35], ['东山精密', 3.5, 913.58, 65320.99], ['宁德时代', 3.37, 156.57, 62942.27]]"
005300,简称缺失,,,,,,,,,,,"[['中际旭创', 9.54, 46.04, 18584.62], ['新易盛', 9.39, 50.03, 18300.53], ['寒武纪', 9.37, 13.78, 18261.68], ['海光信息', 8.08, 62.31, 15738.47], ['麦格米特', 7.97, 200.51, 15533.73], ['兴森科技', 7.03, 618.87, 13689.4], ['工业富联', 6.78, 200.06, 13205.96], ['天孚通信', 6.01, 69.73, 11700.02], ['盛科通信', 5.18, 79.72, 10086.15], ['中科曙光', 5.16, 84.29, 10051.58]]"
004815,简称缺失,,,,,,,,,,,"[['紫金矿业', 8.41, 4809.77, 141599.71], ['新华保险', 5.28, 2109.39, 88889.69], ['中国人寿', 5.05, 4217.8, 85115.2], ['中国平安', 4.78, 1660.95, 80439.81], ['徐工机械', 3.71, 5431.77, 62465.33], ['三一重工', 3.15, 2283.54, 53069.48], ['中国黄金国际', 3.06, 406.48, 51509.15], ['中国重汽', 2.76, 2696.39, 46404.94], ['新华保险', 2.6, 715.93, 43786.28], ['中国海洋石油', 2.47, 2390.2, 41541.68]]"
004744,简称缺失,,,,,,,,,,,"[['宁德时代', 0.12, 4.0, 1608.96], ['东方财富', 0.04, 19.75, 535.62], ['中际旭创', 0.04, 1.25, 504.6], ['新易盛', 0.04, 1.25, 457.21], ['阳光电源', 0.03, 2.25, 364.46], ['胜宏科技', 0.02, 1.0, 285.5], ['汇川技术', 0.02, 3.0, 251.46], ['迈瑞医疗', 0.01, 0.75, 184.27], ['亿纬锂能', 0.01, 2.0, 182.0], ['温氏股份', 0.01, 8.25, 153.53]]"
004433,简称缺失,,,,,,,,,,,"[['紫金矿业', 0.01, 0.44, 7.98], ['山东黄金', 0.0, 0.17, 4.98], ['中国铝业', 0.0, 0.52, 4.63], ['洛阳钼业', 0.0, 0.46, 4.0], ['中金黄金', 0.0, 0.26, 3.95], ['华友钴业', 0.0, 0.13, 3.84], ['北方稀土', 0.0, 0.14, 2.89], ['南山铝业', 0.0, 0.43, 1.88], ['宝钛股份', 0.0, 0.06, 1.87], ['赤峰黄金', 0.0, 0.08, 1.61]]"
004348,简称缺失,,,,,,,,,,,"[['胜宏科技', 0.03, 0.95, 271.23], ['华工科技', 0.02, 1.48, 136.87], ['芯原股份', 0.01, 0.55, 99.79], ['巨人网络', 0.01, 1.99, 89.91], ['指南针', 0.01, 0.53, 89.0], ['先导智能', 0.01, 1.27, 79.02], ['润和软件', 0.01, 1.25, 75.75], ['欣旺达', 0.01, 2.17, 73.32], ['瑞芯微', 0.01, 0.32, 72.18], ['恺英网络', 0.01, 2.51, 70.48]]"
004343,简称缺失,,,,,,,,,,,"[['宁德时代', 0.28, 3.53, 1418.78], ['中际旭创', 0.1, 1.18, 477.15], ['东方财富', 0.09, 17.15, 465.18], ['新易盛', 0.09, 1.2, 440.2], ['阳光电源', 0.06, 2.01, 324.93], ['胜宏科技', 0.05, 0.84, 239.82], ['汇川技术', 0.05, 2.73, 228.61], ['迈瑞医疗', 0.04, 0.76, 186.26], ['亿纬锂能', 0.03, 1.73, 157.43], ['温氏股份', 0.03, 7.31, 136.04]]"
004241,简称缺失,,,,,,,,,,,"[['紫金矿业', 5.17, 2153.48, 63398.45], ['宁德时代', 4.68, 142.5, 57285.0], ['立讯精密', 4.38, 830.0, 53693.0], ['万华化学', 4.37, 803.98, 53529.29], ['三一重工', 3.73, 1966.57, 45703.09], ['三花智控', 3.45, 872.54, 42257.17], ['工业富联', 3.05, 565.94, 37357.88], ['兴业银锡', 3.04, 1131.13, 37202.77], ['江山股份', 2.77, 1300.01, 33930.13], ['中际旭创', 2.65, 80.4, 32455.87]]"
004237,简称缺失,,,,,,,,,,,"[['新易盛', 9.52, 242.54, 88713.12], ['中际旭创', 9.32, 215.05, 86811.38], ['万华化学', 5.18, 725.28, 48289.0], ['三一重工', 3.73, 1493.75, 34714.84], ['工业富联', 3.68, 519.89, 34318.11], ['兴业银锡', 3.36, 950.87, 31273.96], ['三花智控', 3.31, 637.32, 30865.2], ['天孚通信', 3.31, 183.7, 30824.52], ['牧原股份', 2.62, 460.97, 24431.34], ['新泉股份', 2.56, 287.02, 23834.15]]"
004235,简称缺失,,,,,,,,,,,"[['牧原股份', 10.07, 1142.46, 60550.26], ['三一重工', 8.09, 2093.86, 48661.41], ['山东黄金', 7.43, 1136.48, 44697.81], ['美的集团', 7.35, 607.84, 44165.9], ['宁德时代', 6.46, 96.68, 38864.8], ['紫金矿业', 4.93, 1006.8, 29640.13], ['徐工机械', 3.94, 2060.17, 23691.98], ['嘉友国际', 3.53, 1482.56, 21200.67], ['新乳业', 2.27, 798.37, 13628.18], ['九号公司', 2.13, 191.32, 12799.36]]"
004195,简称缺失,,,,,,,,,,,"[['湖北宜化', 0.99, 110.99, 1633.77], ['道通科技', 0.94, 39.45, 1547.05], ['移远通信', 0.93, 14.56, 1530.55], ['威迈斯', 0.91, 36.57, 1499.93], ['日月股份', 0.88, 99.1, 1455.78], ['腾远钴业', 0.88, 19.1, 1453.89], ['时代新材', 0.85, 92.97, 1404.78], ['奥赛康', 0.83, 65.79, 1363.83], ['中钨高新', 0.77, 68.23, 1271.12], ['吉比特', 0.75, 2.17, 1232.56]]"
003766,简称缺失,,,,,,,,,,,"[['三协电机', 0.0, 0.02, 1.39], ['天孚通信', 0.0, 0.01, 1.34], ['阳光电源', 0.0, 0.01, 1.31], ['汇川技术', 0.0, 0.01, 0.58], ['全志科技', 0.0, 0.01, 0.3], ['东方财富', 0.0, 0.01, 0.16], ['蓝思科技', 0.0, 0.0, 0.02]]"
003305,简称缺失,,,,,,,,,,,"[['紫金矿业', 8.79, 684.83, 20161.4], ['金力永磁', 8.31, 555.77, 19057.48], ['北方稀土', 8.14, 386.28, 18657.32], ['盛和资源', 7.86, 782.28, 18031.55], ['广晟有色', 7.75, 307.76, 17769.8], ['宁波韵升', 7.41, 1188.07, 17001.28], ['中国稀土', 7.35, 325.53, 16846.18], ['湖南黄金', 5.59, 571.59, 12826.58], ['招金矿业', 5.46, 438.7, 12520.39], ['兴业银锡', 4.63, 323.03, 10624.46]]"
002207,简称缺失,,,,,,,,,,,"[['兴业银锡', 9.32, 943.82, 31042.25], ['紫金矿业', 9.2, 1040.18, 30622.89], ['中金黄金', 9.06, 1375.04, 30154.65], ['盛达资源', 8.91, 1121.69, 29657.58], ['赤峰黄金', 8.88, 999.06, 29552.34], ['湖南黄金', 8.47, 1256.08, 28186.38], ['株冶集团', 8.12, 1665.01, 27023.11], ['山东黄金', 8.06, 682.22, 26831.9], ['西部黄金', 7.25, 807.32, 24138.87], ['山金国际', 6.61, 964.46, 22018.61]]"
002170,简称缺失,,,,,,,,,,,"[['豪威集团', 9.28, 490.97, 74220.66], ['立讯精密', 9.22, 1140.0, 73746.6], ['新易盛', 8.74, 191.0, 69862.07], ['德赛西威', 8.67, 458.5, 69338.96], ['中际旭创', 8.08, 160.11, 64633.2], ['兆易创新', 7.36, 276.0, 58870.8], ['歌尔股份', 6.33, 1350.0, 50625.0], ['拓普集团', 5.93, 585.5, 47419.86], ['瑞芯微', 5.08, 180.0, 40599.0], ['水晶光电', 4.33, 1310.0, 34636.4]]"
002112,简称缺失,,,,,,,,,,,"[['胜宏科技', 9.69, 304.97, 87068.94], ['新易盛', 9.59, 235.6, 86175.41], ['中际旭创', 9.3, 206.93, 83533.5], ['工业富联', 7.09, 964.66, 63677.21], ['天孚通信', 5.09, 272.61, 45743.96], ['东山精密', 4.99, 627.34, 44854.81], ['沪电股份', 4.85, 593.64, 43614.69], ['麦格米特', 4.36, 505.72, 39178.13], ['长飞光纤', 4.19, 373.23, 37636.92], ['长芯博创', 4.16, 351.48, 37352.03]]"
002096,简称缺失,,,,,,,,,,,"[['紫金矿业', 9.0, 314.59, 9261.53], ['东方电缆', 7.07, 102.91, 7269.56], ['汇成真空', 6.4, 38.0, 6578.94], ['洛阳钼业', 5.8, 380.0, 5966.0], ['华海清科', 5.62, 35.01, 5783.26], ['圆通速递', 5.35, 300.0, 5505.0], ['茂莱光学', 5.24, 12.29, 5394.78], ['兆易创新', 4.73, 22.8, 4863.24], ['嘉友国际', 4.6, 330.55, 4726.87], ['山东威达', 4.44, 321.0, 4564.62]]"
002052,简称缺失,,,,,,,,,,,"[['灿芯股份', 9.02, 127.64, 13004.1], ['芯原股份', 7.19, 58.69, 10367.24], ['杰华特', 6.73, 167.01, 9695.09], ['寒武纪', 6.33, 6.89, 9125.54], ['中芯国际', 5.02, 51.66, 7238.75], ['东土科技', 4.9, 273.18, 7064.43], ['星环科技', 4.51, 108.08, 6502.16], ['聚辰股份', 4.37, 38.76, 6296.88], ['富临精工', 4.26, 276.26, 6138.59], ['乐鑫科技', 4.25, 28.23, 6122.35]]"
002036,简称缺失,,,,,,,,,,,"[['贵州茅台', 9.26, 13.6, 19638.26], ['宁德时代', 7.92, 41.8, 16803.6], ['紫金矿业', 7.5, 539.99, 15897.45], ['五粮液', 5.33, 93.0, 11297.64], ['药明康德', 5.12, 97.0, 10866.91], ['ST华通', 5.04, 515.92, 10684.7], ['山西汾酒', 5.03, 55.0, 10670.55], ['迈瑞医疗', 4.52, 39.0, 9581.91], ['洛阳钼业', 3.55, 480.0, 7536.0], ['益方生物', 2.79, 190.0, 5910.9]]"
001770,简称缺失,,,,,,,,,,,"[['浙江荣泰', 8.15, 117.44, 13221.51], ['震裕科技', 4.56, 39.34, 7404.15], ['美湖股份', 4.32, 157.6, 7016.4], ['汉威科技', 4.1, 104.66, 6653.24], ['安培龙', 4.02, 39.28, 6519.47], ['斯菱股份', 3.88, 47.06, 6306.17], ['宁波华翔', 3.82, 160.22, 6200.51], ['均胜电子', 3.39, 157.89, 5497.73], ['伟创电气', 3.28, 55.88, 5328.03], ['科达利', 3.24, 26.88, 5261.24]]"
001618,简称缺失,,,,,,,,,,,"[['立讯精密', 0.21, 3.51, 227.06], ['中芯国际', 0.18, 1.37, 192.03], ['工业富联', 0.17, 2.75, 181.53], ['寒武纪', 0.15, 0.13, 166.16], ['海光信息', 0.15, 0.63, 158.43], ['北方华创', 0.12, 0.29, 132.77], ['澜起科技', 0.11, 0.79, 122.35], ['中科曙光', 0.11, 1.02, 121.64], ['胜宏科技', 0.11, 0.41, 117.06], ['京东方A', 0.1, 25.51, 106.12]]"
001593,简称缺失,,,,,,,,,,,"[['宁德时代', 0.17, 3.33, 1336.81], ['东方财富', 0.06, 16.84, 456.64], ['中际旭创', 0.05, 0.98, 395.65], ['新易盛', 0.05, 1.06, 387.72], ['阳光电源', 0.04, 1.74, 282.14], ['胜宏科技', 0.03, 0.81, 231.26], ['汇川技术', 0.03, 2.62, 219.26], ['亿纬锂能', 0.02, 1.77, 161.08], ['同花顺', 0.02, 0.41, 151.2], ['迈瑞医疗', 0.02, 0.54, 132.18]]"
001557,简称缺失,,,,,,,,,,,"[['华工科技', 1.69, 57.95, 5359.11], ['通富微电', 1.33, 105.11, 4222.43], ['瑞芯微', 1.22, 17.22, 3884.65], ['湖南裕能', 1.17, 61.29, 3703.14], ['西部矿业', 1.16, 168.01, 3696.22], ['恒玄科技', 1.16, 12.41, 3692.3], ['芯联集成', 1.14, 552.18, 3633.31], ['全志科技', 1.13, 69.25, 3588.38], ['兴森科技', 1.13, 161.55, 3573.49], ['中科创达', 1.12, 45.79, 3556.97]]"
001407,简称缺失,,,,,,,,,,,"[['工业富联', 7.9, 725.35, 47880.35], ['中际旭创', 7.58, 113.76, 45922.64], ['新易盛', 7.48, 124.01, 45357.67], ['新泉股份', 5.84, 425.96, 35372.03], ['寒武纪', 5.7, 26.07, 34537.19], ['三花智控', 4.6, 575.67, 27879.7], ['生益科技', 3.1, 347.78, 18787.08], ['ST华通', 2.99, 875.23, 18126.01], ['科华数据', 2.75, 232.95, 16656.21], ['统联精密', 2.61, 253.23, 15814.26]]"
001301,简称缺失,,,,,,,,,,,"[['山东黄金', 9.87, 572.21, 22504.91], ['兴业银锡', 9.81, 679.56, 22350.73], ['锡业股份', 8.24, 811.32, 18774.06], ['华泰证券', 7.43, 778.41, 16945.99], ['中金黄金', 6.98, 725.05, 15900.24], ['赛轮轮胎', 6.15, 975.39, 14026.07], ['中国太保', 4.81, 311.94, 10955.33], ['中曼石油', 4.68, 547.24, 10665.68], ['海南橡胶', 4.14, 1748.96, 9444.38], ['招商轮船', 3.94, 1011.99, 8986.47]]"
